,null,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw;;
;;
,null,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw;;
;;
Relógio masculino automático Jacob & Co. cronógrafo aço inoxidável mostrador esfregão 40 mm ACM.11;R$ 10 679,67;https://www.ebay.com/itm/167307086644?_skw=relogio&hash=item26f4478b34:g:yRsAAeSw7~Nn2DYE&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cXR9quHJf5buxmKSu4VkyPwQpTk8oTQuzbAvO6x3I0a7awUqWtdDkn2u2%2B2--ipf1h%2Fo3oJC4ulnfZPTl0y%2FSxpxS3FQ5YuQAoe3AcE2hr0YVQpaq29qTQ8oMGWq8cX9WsvJsf0eWwpGuZfYugZPhIsYU1K9PsgN6WRB09woRDwp40b3OYcGjo9dm8I%2FNzL3MVkVX5Ary93HRnTUIYS7i%2FW4riqpoJH6bqRbOMhJuuYwdeq%2BeVYnT1WdOh0KBDdbq9%2F2a8FVjHvxKvtGfOFAZP%7Ctkp%3ABFBM2veUwbVl
;;
"Relógio de quartzo Gulf Edition novo em folha, cronógrafo,""R$ 3 972,91"",https://www.ebay.com/itm/197041820221?_skw=relogio&hash=item2de09b923d:g:9twAAOSw2i1nZDZJ&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dVm%2Fycixt3CYrQqDYZJ4npIet2U2wYslqTD1oJiyZLo8WcNkmLCvC1bQAC5hb5ZUUPpvu9200%2BgwTAPv3jem4VeavjTz90e98xSlQHtDPmRySqLcE1xGPdQMBc2bFHy1BTlOMVFKDeniuYpG%2FVtoKbBrLVWatZG%2BcXCIrNC6OW9mlztcBJlfdvjxidoFXKOSTtVSRPR0mahAZppbQiS%2BRBmUBnjRicTrRdF5oDZ5VGsF0oDXgovUwihNGVNlZkLLXK4FhGDbYRIdqcoab3OovD%7Ctkp%3ABFBM2veUwbVl";;
;;
"Vintage SEIKO 'Great Kanagawa Wave' 6309 Movimento Automático Relógio Fabricado no Japão.,""R$ 709,89"",https://www.ebay.com/itm/405618941317?_skw=relogio&hash=item5e70c5dd85:g:Bl8AAeSwZydnxRCB&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cX33P7tcTTdOaB62qP8xJtcE%2F7sMcE8Lt9zCS1K%2BHhXfk8mpF6GgfHK8%2FGFU4BrKPhWfY%2BEruO%2F7DKP%2B2FYANyapYADzghbtGavpycCopqphFrjXs5VWH0MMfPySjPrrSaGg9Hd4cnu52ipoXt2LhpEhTjUUwESKcHMMvaPzW0Z3FoL8VMeTcT5d%2F9Fjv%2FJCpNFptYrftrS4xwiDHiaB532qLJRBtjuwOzrOenRUkOhw%3D%3D%7Ctkp%3ABk9SR9r3lMG1ZQ";;
;;
"Hot Swatch x Omega Bioceramic Moonswatch relógio missão à lua - com caixa,""R$ 399,10"",https://www.ebay.com/itm/316512983358?_skw=relogio&hash=item49b1a4d93e:g:8FgAAOSwFeZnypZh&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cJ0Z0Fh2Pg22La4E%2Bn0BCEb%2FDR4Zi6kvN5ddR0QFondReU6EAyZYwxEyEj3bDWdmsM4GmRWG9hMjayUrTkKMP4yxg%2B10Cawk2ly2AFRalO4B4WB7%2FCAFjTSv1ab1jBmf%2BTq%2FzTYxtWE4ECsd4dEAittyHCtgDYxn%2B9f6TKSfimISm4UfWAc8JCJSN7Es3GG7zTbGLwZX%2BfSuPNNuerbbL6QVefKk42TIJP6xt%2FPdqlkA%3D%3D%7Ctkp%3ABk9SR9r3lMG1ZQ";;
;;
"Relógio de pulso masculino Seiko automático mostrador textura azul celeste 17 joias Japão,""R$ 738,88"",https://www.ebay.com/itm/146399365114?_skw=relogio&hash=item22161507fa:g:hukAAOSwImJntILv&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c6qhXXNtuBFXqqZe3dUdjrUCPMOL2iIC--fTSbEfzN1f80mCI81H7e3cD8poHAW5FoDvvd3JKESnR0KmRURen1Qf7aalkKmSjX7Ty2MRfn5YBORgP0bgE86gTrYmg00%2FELCCGMaDBrk09MaUsdvA3wAJoF8xBkRzLliMDsz7cTsgzRrXpiLt1ZdVcm8H7RCT2UwoPEA7DjLpscBgvwvhCymAWxm5HRQcfP6CRCCtBQchFMweQYsmoI%2FCpIl1WlqN%2ByMRo%2FxvvW%2BPfrP9cvoOjJ%7Ctkp%3ABk9SR9r3lMG1ZQ";;
;;
"Relógio de pulso masculino empresarial aço inoxidável quartzo impermeável luminoso com data,""R$ 107,93"",https://www.ebay.com/itm/176474095421?_skw=relogio&hash=item2916acff3d:g:Pe0AAOSwya5m875e&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dd1Fo6smDCKowTNPUcln68DyTnuzvv4wniMxHiBDvdMsRLPApD5yKToBXDxF%2FC5Y7axZ4ljzHcwIFT1gwm%2BYfmZxS5nkb3T1a4YqH%2B6Ulo9mSJbNhjq1CeogyWTmXioKWUTrI6H2FIMhH33MpOLOzpgcpdNtAgKYU1BfPx0Ku%2Fd%2B5F5v8j%2BQfLMfsFz2KLWgrjG5V3thVSf1R1Sp2N0yx4JMZELRu%2Fn6f7SdJicJIL8w%3D%3D%7Ctkp%3ABk9SR9r3lMG1ZQ";;
;;
"(GRAND SEIKO) GS RELÓGIO MASCULINO MOVIMENTO AUTOMÁTICO BRANCO NH35A NOVO,""R$ 1 699,43"",https://www.ebay.com/itm/396329609964?_skw=relogio&hash=item5c4715eaec:g:YS4AAOSwHX9nP662&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dzp%2F77wlwmXHE5TMdadZaCKQmARDKArTphN6SDGdRnjBWLs3nJc%2BMszJlUscGmUWygsJEQvtTDugRhEIcMkn8U7a%2BVvHLASt5OeJ2ONC8WvNUQg%2BWfm5GchJZtgSwnDj77trrWgYoLy5%2FsrcVh512utmX51d7jBGI9XSvg3CUM7hCKHCvHdHEkMXw664ybUDnxR%2BNV%2F03xmPIqC95MrmZRWTZasC8F%2FAkxyQ5nPwr%2BrQ%3D%3D%7Ctkp%3ABk9SR9r3lMG1ZQ";;
;;
"Relógio masculino Shinola The Runwell 41 mm mostrador verde pulseira de couro argonita 1069,""R$ 909,39"",https://www.ebay.com/itm/356666239416?_skw=relogio&epid=1130997205&hash=item530af6e9b8:g:1F0AAOSwFohnkf~u&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eYdklbNmD42JyJXGnY%2FtUQ5f5j%2FqcOHgBfv3WkfxyUH92rpV0sYzdegfpNIrbbOGYTq0rbUURWwTfESKCnRoqGw9dl%2BFR89rNOAynsZ4y2X5c1RYlay1HP0HeM1nhaYabyIcb4%2BuOltdjVG1LeR6lRY2WuVK2Xp6Ma0QWWs%2Bg5a3xdaVgLJhfuv%2BGl1X1Z0LwLqCxk5%2Fm8ucP3UlE8Fyn4URvt0qDuZK4%2BmQ9MLp26TQ%3D%3D%7Ctkp%3ABk9SR9r3lMG1ZQ";;
;;
"*ICED OUT* Relógio Cartier Santos 41mm CZ diamantes,""R$ 1 420,93"",https://www.ebay.com/itm/286417961380?_skw=relogio&epid=15051634486&hash=item42afd741a4:g:xccAAeSwXwZn03aO&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dB2dJtcplCrRZ9DUMaH%2B%2F3n6m%2Fz2uhoaIcq5SLWcZOCr3IVIw4aHISPthp22zqjEtklYC8O5dhiYRHAG8KsJUnTPhcoDJ%2FhomrvNCiABiuvHO8VgaSWDHfk9SjuGgEqoAHZM3KVW8P7b4YStTJnjiTQFf5HCtq07d5No0sBCcqs7tftRk3k05noj1MbIAApV7JnnKKK9rmF8TSsfOLfoUHtL6Q4yTV7Bda3J8%2BAeycdw%3D%3D%7Ctkp%3ABk9SR9r3lMG1ZQ";;
;;
"Conjunto de 10 NOVOS Relógios Masculinos CLOSEOUT OVERSTOCK CLEARANCE DEAL Lote de Relógios Masculinos IPHON 3,""R$ 227,29"",https://www.ebay.com/itm/226539481794?_skw=relogio&hash=item34bece2ac2:g:uYgAAOSw1SVngtbX&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1e%2Bxng5hAS9E8t%2FBVUxBzIMVU40m1IU1v1XqKmxc7cxGjdzWc%2FvL8UGoWIQR96qejgxqjxVjUN2BBv4m%2FgL0Hv6%2B9j6dUgO7czOzA15shD1I9Y0JQWLceDVuTjFcO3ZTNpdX81OjP4ZdF%2B2Y10mQSk76J3oDPPeltn1Gbchw31tr8AMtN5b%2FeA495OLNdQSohkbdASL6K8bu6MtMb1yoGVLpXjjOOdw1nGTu3AoOzUC0wIlZ1BNPfgYblxiFC%2BFuNs5Edz4FQyiiHOQHOFk%2Be%2Bd%7Ctkp%3ABk9SR9r3lMG1ZQ";;
;;
"Cronógrafo masculino Citizen Blue Angels Eco-Drive World - Elegante relógio de luxo,""R$ 141,41"",https://www.ebay.com/itm/405662183883?_skw=relogio&hash=item5e7359b1cb:g:sngAAOSwh~Rn1neE&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eegV9sjtl7JCV6VwsE%2BsTXuKt6KR7WfFW3qEVm7w2M2pbH7WOEj0Kesf2YWCLCHlMFSqNVr23dxQmUnHklaMifhGak8mD4mT%2B3pa61A6%2BsQS%2FfMXkenY098XS46kvn%2BVT2FwHSQWv4t3tjrc7HbSSUuDoSI34dHEcFuyNtaamj%2B6HcsdFgdjYCLtx6Arrl4jDzjiDqXd5%2B7SV6FDgWvfc2XQwKWnLbsGoYRiywN1DL1A%3D%3D%7Ctkp%3ABk9SR9r3lMG1ZQ";;
;;
"Relógio de quartzo masculino de luxo à prova d'água data luminosa cronógrafo pulseira de couro presente,""R$ 158,58"",https://www.ebay.com/itm/286369663096?_skw=relogio&hash=item42acf64878:g:Xp8AAOSw6mtnwcCT&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dluG2IRughZBtlA3WddxB6Tn%2BGiCLEMml%2BJbIzzFwQt3yfjBQNnMpSzMXNaaQRGDHXA1g9vlz1LvN%2Fum2gL%2Brn%2FLUDDcEmrTgZ1UbQO6CMXFPH3f%2BhJXrU61iApJdj8wnWwWIqjMwK1yMcMBV9%2FDmAeBsE1%2FJCVe1qaboAe8jvuLUAvuwn8Ucplm3QahBs4jAcfv8Kd094XpPTyC0lModrjx7L30EOBd2qFffP65gnYA%3D%3D%7Ctkp%3ABk9SR9z3lMG1ZQ";;
;;
"Relógio Invicta masculino PRO DIVER CRONÓGRAFO DE MERGULHO ouro azul prata mostrador pulseira branca,""R$ 636,06"",https://www.ebay.com/itm/394082805647?_skw=relogio&epid=2049409928&hash=item5bc12a678f:g:PYUAAOSwPNJih7o1&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1doYNcKCb684f37r2emvEpVSFk7oBydsQ2D2mLY0NaOP9vsTfdM93wQbiMSvDFgSxsBNYKmSrA7gHx9NOLIbvNL0biPazF4pTE0EbfNfVCf6YdF3eetJy32gV2iW9IzD3DTOCVSgU%2BCiLnQxv7FKzZzfCbuVUcO5kNkLjpB7DAzjbM%2Bh60aHCBDltVwEhRrAQSxPvnu%2FoM%2BG5WLfthO2M1fbtzXvN5IwmP92qLJOTvEfHLah%2BjwfdpUhiPmCNyCfNI%2BwTMztrkMnU7HQ%2FksKMbe%7Ctkp%3ABFBM3PeUwbVl";;
;;
"Omega X Swatch Mission To The Moonphase Snoopy Branco Raro Limitado * Mostrador Azul,""R$ 1 278,83"",https://www.ebay.com/itm/156805758122?_skw=relogio&hash=item248259fcaa:g:hy0AAOSwTuFn2IQz&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dt0kyC0SYdCXI%2BG2asmzLijGmbU6SViigQ7n8Smb5%2Bb%2BP5JYxPputNhysHeh0EpTjpurbJ8ASjl0nOh0FYyNErPaPvmU26ojQTPe1bkrRz95zUYKsAeMG2oZtvRTIpqnVWNzcHvPYQuTrfXrBc09UQTjaJ9cdT3fh0Tiwut3yGouBeGnGVUaYvoEuYzEvgQU5dPMwJ2BpFjfaia27Wf9x02rZp7VzjlN3XN5QUSC3UxXFRYDqDXsVqUnEW7z0%2BMDmRcoolMEl8dp%2Fl8ouhkceI%7Ctkp%3ABFBM3PeUwbVl";;
;;
"BIOCERAMIC MOONSWATCH,""R$ 713,89"",https://www.ebay.com/itm/256845613112?_skw=relogio&hash=item3bcd310838:g:XvAAAOSwfAdnyxdQ&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eFA8keM6tGgds78EAmRQgYtEPkGWK3KbsVyi8BFpsPE%2Bd8esbLijtY2YxLkaoO22Qz0o3BNQrwhM3spWkEbEHvvZRnjgCB4s5x2jB%2F4ZU%2BXl9h0IKJ3vnNE7pfrHDrA4UzQuM6qGLsgwb30DzGNJIx9ZwPbMUFX8nK9FQ314Nr3ife7uRpR6L3XzB7D8IjIrPszwWOcwFB2WzEBdceOrAUn7%2BfhrRHPLYrCRg17iNcOOknybf8382KTJkl3ipeFvROSf15KlBtW6GkIsyzqqma%7Ctkp%3ABFBM3PeUwbVl";;
;;
